epoch,time,train_loss,train_acc,accuracy,precision,recall,f1,map,ndcg,hit_rate,lr
29,168.24961256980896,0.2876153914535184,89.22703340595497,97.70075497597803,97.80919126436164,97.70075497597803,97.72373104174916,0.9881606039807824,0.9912445830363276,97.70075497597803,1.0000000000000007e-13
30,166.695166349411,0.2823793628971994,89.39837509077705,97.52916952642417,97.60868155681952,97.52916952642417,97.5532693745634,0.9871882864333104,0.9905214496323176,97.52916952642417,1.0000000000000008e-14
31,166.9727931022644,0.2849140500956869,89.33823529411765,97.73507206588882,97.82655446546777,97.73507206588882,97.75388125924107,0.9883893845801875,0.9914161684858815,97.73507206588882,1.0000000000000008e-14
32,167.12952518463135,0.28503013666673205,89.29057734204792,97.56348661633494,97.68745046784156,97.56348661633494,97.5860001630287,0.9874170670327157,0.9906930350818715,97.56348661633494,1.0000000000000008e-14
33,167.3932547569275,0.282668656659412,89.3087327523602,97.11736444749485,97.33187251196856,97.11736444749485,97.15392369056087,0.9848432852894073,0.9887769432064425,97.11736444749485,1.0000000000000009e-15
34,166.77309942245483,0.2860302100595176,89.23724582425562,97.94097460535347,97.99032857674011,97.94097460535347,97.95401098582445,0.9894188972775109,0.9921760934956863,97.94097460535347,1.0000000000000009e-15
35,166.96420240402222,0.2839468342557106,89.46986201888163,97.25463280713795,97.4341164046285,97.25463280713795,97.28399142019913,0.9856440173873255,0.989373422442152,97.25463280713795,1.0000000000000009e-15
36,166.2526650428772,0.28578632349552846,89.19980029048656,97.66643788606726,97.78008202424586,97.66643788606726,97.68127968891973,0.9880462136810798,0.99116286014928,97.66643788606726,1.000000000000001e-16
37,166.45922017097473,0.281631195685064,89.42787763253449,97.87234042553192,97.95881798289628,97.87234042553192,97.8882662464638,0.989075726378403,0.9919227851590848,97.87234042553192,1.000000000000001e-16
38,168.34034276008606,0.2869040336954957,89.23838053740015,97.73507206588882,97.82871472323335,97.73507206588882,97.75478308242167,0.9883321894303363,0.9913712372046286,97.73507206588882,1.000000000000001e-16
39,166.19867587089539,0.28549084072079056,89.20547385620915,97.73507206588882,97.83332632906246,97.73507206588882,97.75433600383892,0.9883321894303363,0.9913712372046286,97.73507206588882,1.000000000000001e-17
40,166.70438194274902,0.2829600888248276,89.4687273057371,97.70075497597803,97.8050892784855,97.70075497597803,97.72498670225137,0.9880462136810798,0.9911547204738215,97.70075497597803,1.000000000000001e-17
41,166.10389304161072,0.2826925364492722,89.32121459694989,97.35758407687028,97.54898919597693,97.35758407687028,97.3909161011968,0.9863875543353924,0.9899331100720666,97.35758407687028,1.000000000000001e-17
42,166.5997931957245,0.2848752244181536,89.21455156136528,97.80370624571036,97.88978039319962,97.80370624571036,97.8254503692978,0.9887325554792953,0.9916694768224831,97.80370624571036,1.000000000000001e-18
43,167.3824439048767,0.28366157288487914,89.28830791575889,97.70075497597803,97.80164901529866,97.70075497597803,97.72139159752456,0.9882177991306337,0.9912895143175807,97.70075497597803,1.000000000000001e-18
44,167.6877772808075,0.28846804803060117,89.07271241830065,97.83802333562114,97.94936478812285,97.83802333562114,97.85683658474393,0.9888469457789979,0.991751199709531,97.83802333562114,1.000000000000001e-18
45,168.5646834373474,0.28225211256312865,89.4085875090777,97.76938915579959,97.84006047731853,97.76938915579959,97.79006063863466,0.9885609700297414,0.9915428226541825,97.76938915579959,1.000000000000001e-19
46,169.09272837638855,0.2867321245177509,89.27242193173566,98.04392587508579,98.11463335019364,98.04392587508579,98.05996161879376,0.9899336536261725,0.9925560560005888,98.04392587508579,1.000000000000001e-19
47,167.78025555610657,0.2873207568316115,89.24518881626724,97.83802333562114,97.92209366581153,97.83802333562114,97.85254280928483,0.9889041409288492,0.991796130990784,97.83802333562114,1.000000000000001e-19
48,167.77846765518188,0.2888469746959928,89.17824074074075,97.56348661633494,97.70230500995827,97.56348661633494,97.59023761919326,0.9873598718828644,0.9906481038006184,97.56348661633494,1.0000000000000011e-20
49,168.1836748123169,0.28639778022748363,89.27809549745824,97.63212079615649,97.74825441074334,97.63212079615649,97.65585006944927,0.9878174330816747,0.990991274699726,97.63212079615649,1.0000000000000011e-20
50,167.80258083343506,0.28909907736744495,89.10221496005809,97.59780370624571,97.72768612095403,97.59780370624571,97.62144942215383,0.9875314573324182,0.9907747579689191,97.59780370624571,1.0000000000000011e-20
51,168.1541130542755,0.28537846129650035,89.35639070442993,98.00960878517502,98.07305592220744,98.00960878517502,98.02439532047882,0.9897620681766186,0.9924294018322879,98.00960878517502,1.0000000000000012e-21
52,168.5778419971466,0.286128048316326,89.15214233841685,97.80370624571036,97.91453575753712,97.80370624571036,97.8222654196364,0.988675360329444,0.9916245455412299,97.80370624571036,1.0000000000000012e-21
53,167.08809423446655,0.28761566622140794,89.28490377632535,97.49485243651338,97.62639512543923,97.49485243651338,97.52692239683329,0.987073896133608,0.9904397267452698,97.49485243651338,1.0000000000000012e-21
54,167.26868295669556,0.2891207319158809,89.06590413943356,97.70075497597803,97.81533439245,97.70075497597803,97.7251352883603,0.9882177991306337,0.9912895143175807,97.70075497597803,1.0000000000000012e-22
55,167.03922986984253,0.28501872589288196,89.29398148148148,97.63212079615649,97.74995257645024,97.63212079615649,97.65666186100837,0.9877602379318233,0.990946343418473,97.63212079615649,1.0000000000000012e-22
56,171.07287096977234,0.28867106554392635,89.12944807552651,97.83802333562114,97.94010383887644,97.83802333562114,97.85732311853707,0.9888469457789979,0.991751199709531,97.83802333562114,1.0000000000000012e-22
57,173.01775002479553,0.2873932193063833,89.20547385620915,97.73507206588882,97.81929789292963,97.73507206588882,97.7579577066348,0.988274994280485,0.9913263059233753,97.73507206588882,1.0000000000000013e-23
58,167.9326250553131,0.2843207401496046,89.3019244734931,97.94097460535347,97.98995024831925,97.94097460535347,97.9553369835035,0.989476092427362,0.9922210247769394,97.94097460535347,1.0000000000000013e-23
59,166.21458315849304,0.27986242479158424,89.50390341321715,97.22031571722718,97.41529344041848,97.22031571722718,97.26000100850912,0.9855296270876228,0.9892916995551041,97.22031571722718,1.0000000000000013e-23
60,166.53645086288452,0.28873686206621063,89.1430646332607,97.42621825669183,97.5901535168944,97.42621825669183,97.46110291134931,0.9864447494852436,0.9899617620024028,97.42621825669183,1.0000000000000014e-24
61,166.11443710327148,0.28159703546424836,89.47893972403776,97.15168153740564,97.30390005109774,97.15168153740564,97.18945960603487,0.9849004804392587,0.9888137348122371,97.15168153740564,1.0000000000000014e-24
62,169.36699080467224,0.28197518995027654,89.3087327523602,97.70075497597803,97.8101054516203,97.70075497597803,97.72083562646768,0.9881606039807824,0.9912445830363277,97.70075497597803,1.0000000000000014e-24
63,167.98566555976868,0.28406197732732447,89.29398148148148,97.56348661633494,97.6929268971759,97.56348661633494,97.59121279823916,0.9873026767330131,0.9906031725193652,97.56348661633494,1.0000000000000014e-25
64,166.9275848865509,0.28296462412363566,89.41993464052288,97.32326698695951,97.52664541424319,97.32326698695951,97.36368830967777,0.9858156028368794,0.9894919369349942,97.32326698695951,1.0000000000000014e-25
65,168.560560464859,0.282316444429502,89.40745279593318,97.22031571722718,97.36145349345283,97.22031571722718,97.25965159972527,0.9856440173873255,0.9893815621176103,97.22031571722718,1.0000000000000014e-25
66,169.617351770401,0.284612225424079,89.27923021060276,97.70075497597803,97.81034727297387,97.70075497597803,97.72266418233293,0.9881034088309312,0.9911996517550746,97.70075497597803,1.0000000000000015e-26
67,167.13010382652283,0.286274616803349,89.13739106753813,97.56348661633494,97.69220422446092,97.56348661633494,97.59145318569816,0.9872454815831618,0.9905582412381122,97.56348661633494,1.0000000000000015e-26
68,167.81366753578186,0.2838608893249982,89.34504357298475,97.73507206588882,97.82702826498321,97.73507206588882,97.75557362271161,0.9883321894303363,0.9913712372046286,97.73507206588882,1.0000000000000015e-26
69,167.02912092208862,0.2873381513266262,89.16122004357298,97.76938915579959,97.8274965042068,97.76938915579959,97.78757809843728,0.988675360329444,0.9916326852166885,97.76938915579959,1.0000000000000015e-27
70,167.48211121559143,0.28568490762899296,89.19980029048656,97.56348661633494,97.67061313009093,97.56348661633494,97.59222704675615,0.9873598718828642,0.9906481038006184,97.56348661633494,1.0000000000000015e-27
71,167.90034770965576,0.28637879132174804,89.2746913580247,97.70075497597803,97.79491108847705,97.70075497597803,97.71774635953506,0.9881606039807824,0.9912445830363276,97.70075497597803,1.0000000000000015e-27
72,167.19737315177917,0.28454363630974994,89.16575889615105,97.59780370624571,97.68023192493953,97.59780370624571,97.62151566610605,0.9875314573324182,0.9907747579689191,97.59780370624571,1.0000000000000015e-28
73,167.06679463386536,0.2847560441490742,89.31781045751634,97.52916952642417,97.66558042743208,97.52916952642417,97.55648675426333,0.9870167009837567,0.9903866557885583,97.52916952642417,1.0000000000000015e-28
74,167.86956310272217,0.28622571807205893,89.19185729847494,97.87234042553192,97.93856227368222,97.87234042553192,97.88719831513293,0.9891329215282543,0.9919677164403379,97.87234042553192,1.0000000000000015e-28
75,168.0174686908722,0.28771310994102633,89.26107480029049,97.70075497597803,97.81122787904832,97.70075497597803,97.72448555602014,0.9881034088309311,0.9911996517550745,97.70075497597803,1.0000000000000016e-29
76,166.94667959213257,0.28985883656973066,89.02732389251997,97.80370624571036,97.90199836604127,97.80370624571036,97.82451228349403,0.9885609700297414,0.9915346829787239,97.80370624571036,1.0000000000000016e-29
77,167.34950280189514,0.28545579721930675,89.1623547567175,97.18599862731641,97.34350503656997,97.18599862731641,97.22757901034902,0.9852436513383666,0.9890751828242972,97.18599862731641,1.0000000000000016e-29
78,166.7517192363739,0.27985599720627397,89.52319353667393,97.59780370624571,97.73890523582455,97.59780370624571,97.62379024776897,0.987474262182567,0.9907298266876661,97.59780370624571,1.0000000000000017e-30
79,167.1724910736084,0.2871320857223429,89.24291938997821,97.73507206588882,97.8450977029993,97.73507206588882,97.75719668032941,0.9883321894303363,0.9913712372046286,97.73507206588882,1.0000000000000017e-30
80,167.2868902683258,0.28817826454827294,89.21114742193174,97.63212079615649,97.73186213206114,97.63212079615649,97.65609251186028,0.9878174330816747,0.9909912746997261,97.63212079615649,1.0000000000000017e-30
81,167.45009970664978,0.28575729785694015,89.31894517066085,97.42621825669183,97.57312003729676,97.42621825669183,97.45760258989527,0.9865019446350949,0.9900066932836558,97.42621825669183,1.0000000000000016e-31
82,167.52569818496704,0.2898682481734408,89.029593318809,97.42621825669183,97.56472937569602,97.42621825669183,97.45439623995681,0.9865591397849462,0.9900516245649089,97.42621825669183,1.0000000000000016e-31
83,167.5120825767517,0.2878017427295598,89.16008533042847,97.76938915579959,97.8534424494238,97.76938915579959,97.79140634699256,0.9884465797300388,0.991452960091676,97.76938915579959,1.0000000000000016e-31
84,166.8343162536621,0.2877265865100884,89.16348946986201,98.00960878517502,98.07536695537267,98.00960878517502,98.02329425681431,0.9897048730267674,0.992384470551035,98.00960878517502,1.0000000000000017e-32
85,166.38877296447754,0.2825888962367889,89.36319898329702,97.70075497597803,97.82343888521825,97.70075497597803,97.71850115788021,0.9882177991306337,0.9912895143175807,97.70075497597803,1.0000000000000017e-32
86,166.81423807144165,0.2861765449813898,89.229302832244,97.76938915579959,97.85204014063613,97.76938915579959,97.78878784991953,0.9885609700297414,0.9915428226541825,97.76938915579959,1.0000000000000017e-32
87,168.0899658203125,0.2872701526369924,89.19866557734204,97.42621825669183,97.59191980601264,97.42621825669183,97.45738169223745,0.9866735300846488,0.9901414871274151,97.42621825669183,1.0000000000000018e-33
88,164.9178466796875,0.282615212898109,89.37795025417574,97.35758407687028,97.51419755556834,97.35758407687028,97.39122404179291,0.9861587737359871,0.9897533849470543,97.35758407687028,1.0000000000000018e-33
89,164.840882062912,0.28265828415264493,89.33029230210603,97.42621825669183,97.57450156266617,97.42621825669183,97.45614074489401,0.9867307252345001,0.9901864184086682,97.42621825669183,1.0000000000000018e-33
90,165.3468189239502,0.2839554003605547,89.26220951343501,97.52916952642417,97.64700456327085,97.52916952642417,97.56065017712093,0.9871882864333104,0.9905214496323176,97.52916952642417,1.0000000000000019e-34
91,164.2218234539032,0.28450544071623873,89.2554012345679,97.49485243651338,97.58865373237275,97.49485243651338,97.52148560803143,0.9870167009837565,0.9903947954640167,97.49485243651338,1.0000000000000019e-34
92,164.7136492729187,0.28637772954367346,89.22022512708787,97.18599862731641,97.38796654570142,97.18599862731641,97.22717524665848,0.9851864561885153,0.9890302515430441,97.18599862731641,1.0000000000000019e-34
93,167.14689207077026,0.2902131911919073,89.15327705156136,97.73507206588882,97.83397239595033,97.73507206588882,97.75618519896703,0.9883321894303363,0.9913712372046286,97.73507206588882,1.0000000000000019e-35
94,164.76442313194275,0.2895593289935186,88.98987835875091,97.52916952642417,97.70382961301938,97.52916952642417,97.55559572359627,0.9873026767330131,0.9906113121948238,97.52916952642417,1.0000000000000019e-35
95,165.3223009109497,0.2895696611673224,89.14760348583879,97.35758407687028,97.50489314823416,97.35758407687028,97.39151975541719,0.9863875543353924,0.9899331100720666,97.35758407687028,1.0000000000000019e-35
96,164.45965957641602,0.28756207319148314,89.16122004357298,97.59780370624571,97.6978060518257,97.59780370624571,97.62573050669454,0.987474262182567,0.9907298266876661,97.59780370624571,1.000000000000002e-36
97,165.8806233406067,0.2859588741671805,89.13171750181554,97.87234042553192,97.93902521284235,97.87234042553192,97.88502854661952,0.9891329215282543,0.9919677164403379,97.87234042553192,1.000000000000002e-36
98,163.62800002098083,0.280599353568508,89.37227668845316,97.52916952642417,97.63161110463182,97.52916952642417,97.55607690559441,0.9871882864333104,0.9905214496323176,97.52916952642417,1.000000000000002e-36
99,163.72163271903992,0.28837557590161444,89.07498184458969,97.73507206588882,97.82443471410383,97.73507206588882,97.75942794977504,0.9882749942804849,0.9913263059233753,97.73507206588882,1.000000000000002e-37
100,163.37053418159485,0.28491685074160905,89.25426652142339,97.52916952642417,97.62870848293859,97.52916952642417,97.55463679226779,0.987073896133608,0.9904315870698114,97.52916952642417,1.000000000000002e-37
